Question,Answer
Xbox 1 は Xbox 360 ゲームをプレイできますか,YES
ニューヨーク市に陸軍基地はありますか,YES
食洗機で粗塩を使用できますか,YES
スコットランドには独自のサッカー代表チームがありますか,YES
NBA 2K18にフランチャイズモードはありますか,YES
州法が連邦法を無効にすることはできますか,No
ヴァイキングはヘイスティングスの戦いに勝ったのか,No
ノベナは祝日に終わりますか,YES
アルバータ州とサスカチュワン州の間に時差はありますか,YES
canon eos 6dにはフラッシュが内蔵されていますか,No
ニューヨークでシートベルトを着用しないのは違法ですか,YES
チアのコーチは現実でも死んだのか,YES
ジョンはスーパーナチュラルで生き返るのか？,YES
米国には贅沢税はありますか,No
その国はワールドカップのトロフィーを守ることができるのか,No
海兵隊は海軍の一部門ですか,YES
女王はチェスで自分の色を貫くのか,YES
シシー・スペイセクは炭鉱夫の娘で歌いましたか？,YES
水アレルギーというものはありますか,YES
排除規定は、検察官が裁判中に違法に入手した証拠を使用することを禁止する,YES
インドで二重国籍を持つことは可能ですか,YES
アメリカはワールドカップに出場できましたか,No
ワーカホリックのシーズン8はありますか？,No
副知事はテキサス州下院議員でもありますか,No
州最高裁判所の判決に対して上訴することはできるか,YES
ハリー・スタイルズ・ソング・サイン・オブ・ザ・タイムはリメイクですか,No
両手で投球できる投手がいただろうか,YES
イージー E の息子はコンプトンからストレートでプレーしましたか,No
生理食塩水と塩化ナトリウムは同じものですか,No
ピンクのイルカのようなものはありますか,YES
関節の構造によって関節で可能な動きが決まりますか,YES
飛行機事故でレクシーが死亡したのはグレイの解剖学上のことですか？,YES
ジャックラビットのようなものはありますか,YES
平行進化は収斂進化と同じですか,No
ニューヨークでは宝くじを販売していますか,YES
映画「二重の危機」の前提は正確ですか,YES
ひし形には2組の平行線がありますか,YES
スティーブ・カレルはオフィスシーズン9に出演しますか？,YES
終端速度より速く自由落下できますか,YES
クロアチアはワールドカップ決勝に行ったことがありますか,YES
マニュアル車でもクルーズコントロールは付けられますか,YES
炭酸水素ナトリウムは重曹と同じですか,YES
彼らは毎年新しいロンバルディトロフィーを作りますか,YES
アメリカにFIFAサッカーチームはありますか,YES
アンダー・ザ・ドームのシーズン4はありますか？,No
ミネソタでは日曜日に車を買えますか,No
育児休暇は育児休暇と同じですか,No
ゴッド オブ ウォーはゴッド オブ ウォー 3 の後に起こりますか?,YES
賢者の石と賢者の石は同じですか,YES
テフロンテープとPTFEは同じものですか,YES
キャピタルズはスタンレーカップに行ったことがありますか,YES
ダスティン・ホフマンは『レインマン』で賞を受賞しましたか？,YES
マイケル・マクドナルドはライド・ライク・ザ・ウィンドでバックアップを歌いましたか,YES
鉱山労働者のストライキに軍隊が使われたのか,YES
2つの缶と紐は機能しますか,YES
私たちから台湾に行くにはビザが必要ですか?,No
on the run 2のオープニングアクトはありますか？,YES
ソルトレイクシティに動物園はありますか,YES
片方の目が青い、片方の目が茶色い人はいますか,YES
バチカン市国へのビザが必要ですか,YES
きつい帽子をかぶると頭が痛くなることがありますか,YES
テキサス州で車の中に銃を置くのは合法ですか,YES
ゲーム・オブ・スローンズのシーズン8は最後ですか,YES
アサリジュースはアサリソースと同じですか,No
人間の体温は日中に変化しますか,YES
ビッグボスタミルシーズン2はありますか？,YES
ニンテンドーDSライトはゲームボーイアドバンスのゲームをプレイできますか,YES
ミシシッピアカミミガメは野生で生きられるのか,YES
ジムとパムはオフィスで一緒になることはありますか,YES
私たちポロ協会はラルフローレンの一部ですか,No
連邦裁判所は最高裁判所と同じですか,No
戦争と平和はもともと戦争と呼ばれていましたが、それは何の役に立つのでしょうか？,No
ボストンのi 93は有料道路ですか,No
